OPEID,Name,Address,City,State,State Desc,Zip Code,Zip Ext,ProgLength,SchoolType,Year 1,"Dual
Num 1","Dual
Denom 1",DRate 1,PRate 1,EthnicCode,Program,Cong Dis,Region,Year 2,"Dual
Num 2","Dual
Denom 2",DRate 2,PRate 2,Year 3,"Dual
Num 3","Dual
Denom 3",DRate 3,PRate 3
009232,CATHOLIC THEOLOGICAL UNION AT CHICAGO                            ,5401 SOUTH CORNELL AVENUE                         ,CHICAGO             ,IL,ILLINOIS                                                    ,60615,5698,8,2,2014,1,47,2.1,B,5,D,01      ,05,2013,0,47,0.0,B,2012,0,47,0.0,B
009236,NASHUA COMMUNITY COLLEGE                                         ,505 AMHERST STREET                                ,NASHUA              ,NH,NEW HAMPSHIRE                                               ,03063,2052,5,1,2014,155,1069,14.4,P,5,D,02      ,01,2013,125,1007,12.4,P,2012,112,998,11.2,P
009248,SAMARITAN HOSPITAL SCHOOL OF NURSING                             ,1300 MASSACHUSETTS AVENUE                         ,TROY                ,NY,NEW YORK                                                    ,12180,2475,5,2,2014,5,70,7.1,A,5,D,21      ,02,2013,5,83,6.0,A,2012,3,69,4.3,A
009249,UNIVERSITY OF LIVERPOOL (THE)                                    ,FOUNDATION BUILDING                BROWNLOW HILL  ,LIVERPOOL           ,FC,ENGLAND             ,L69  , 7ZX,8,5,2014,2,47,4.2,B,5,D,        ,11,2013,2,51,3.9,B,2012,2,51,3.9,B
009256,MORAINE PARK TECHNICAL COLLEGE                                   ,235 NORTH NATIONAL AVENUE                         ,FOND DU LAC         ,WI,WISCONSIN                                                   ,54936,1940,5,1,2014,127,965,13.1,A,5,D,06      ,05,2013,118,953,12.3,A,2012,126,1017,12.3,A
009259,LARAMIE COUNTY COMMUNITY COLLEGE                                 ,1400 EAST COLLEGE DRIVE                           ,CHEYENNE            ,WY,WYOMING                                                     ,82007,3299,5,1,2014,106,640,16.5,A,5,D,AL      ,08,2013,102,714,14.2,A,2012,113,619,18.2,A
009267,EVEREST COLLEGE                                                  ,GREENBRIER CIRCLE CORPORATE CENTER 825 GREENBRIER ,CHESAPEAKE          ,VA,VIRGINIA                                                    ,23320,2637,5,2,2014,307,863,35.5,A,5,D,01      ,03,2013,198,755,26.2,A,2012,214,1046,20.4,A
009270,ART INSTITUTE OF ATLANTA (THE)                                   ,6600 PEACHTREE DUNWOODY ROAD       100 EMBASSY ROW,ATLANTA             ,GA,GEORGIA                                                     ,30328,1649,6,3,2014,779,4148,18.7,P,5,D,05      ,04,2013,794,4755,16.6,P,2012,780,5090,15.3,P
009275,NORTHERN KENTUCKY UNIVERSITY                                     ,NUNN DRIVE                         101 LUCAS ADMIN,HIGHLAND HEIGHTS    ,KY,KENTUCKY                                                    ,41099,0001,8,1,2014,332,3949,8.4,A,5,D,04      ,04,2013,315,3866,8.1,A,2012,406,4235,9.5,A
009283,MIDWAY PARIS BEAUTY SCHOOL                                       ,54-40 MYRTLE AVENUE                               ,RIDGEWOOD           ,NY,NEW YORK                                                    ,11385,3453,3,3,2014,9,59,15.2,A,5,D,12      ,02,2013,8,67,11.9,A,2012,9,79,11.3,A
009284,BRITTANY BEAUTY SCHOOL -                                         ,3274  HEMPSTEAD TURNPIKE                          ,LEVITTOWN           ,NY,NEW YORK                                                    ,11756,1345,3,3,2014,34,249,13.6,A,5,D,03      ,02,2013,34,286,11.8,A,2012,30,308,9.7,A
009313,DAYMAR COLLEGE                                                   ,3361 BUCKLAND SQUARE                              ,OWENSBORO           ,KY,KENTUCKY                                                    ,42301,5830,6,3,2014,252,975,25.8,A,5,D,02      ,04,2013,306,1146,26.7,A,2012,455,1727,26.3,A
009314,GREAT FALLS COLLEGE MONTANA STATE UNIVERSITY                     ,2100 16TH AVENUE SOUTH                            ,GREAT FALLS         ,MT,MONTANA                                                     ,59405,4907,5,1,2014,132,754,17.5,A,5,D,AL      ,08,2013,112,719,15.5,A,2012,136,756,17.9,A
009333,UNIVERSITY OF ILLINOIS AT SPRINGFIELD                            ,ONE UNIVERSITY PLAZA                              ,SPRINGFIELD         ,IL,ILLINOIS                                                    ,62703,5407,8,1,2014,57,1233,4.6,A,5,D,19      ,05,2013,66,1260,5.2,A,2012,38,1110,3.4,A
009336,JOHNSTON COMMUNITY COLLEGE                                       ,245 COLLEGE ROAD                                  ,SMITHFIELD          ,NC,NORTH CAROLINA                                              ,27577,0000,5,1,2014,134,599,22.3,A,5,D,02      ,04,2013,121,541,22.3,A,2012,96,432,22.2,A
009344,RAMAPO COLLEGE OF NEW JERSEY                                     ,505 RAMAPO VALLEY ROAD                            ,MAHWAH              ,NJ,NEW JERSEY                                                  ,07430,1680,8,1,2014,49,1450,3.3,A,5,D,05      ,02,2013,58,1339,4.3,A,2012,45,1288,3.4,A
009345,STOCKTON UNIVERSITY                                              ,101 VERA KING FARRIS DRIVE                        ,GALLOWAY            ,NJ,NEW JERSEY                                                  ,08205,9441,8,1,2014,113,2174,5.1,A,5,D,02      ,02,2013,113,2146,5.2,A,2012,85,2066,4.1,A
009367,UNIVERSITY OF PRINCE EDWARD ISLAND                               ,550 UNIVERSITY AVENUE                             ,CHARLOTTETOWN       ,FC,CANADA              ,C1A  , 4P3,8,5,2014,2,77,2.5,B,5,D,        ,11,2013,3,80,3.7,B,2012,2,32,6.2,A
009368,UNIVERSITY OF ABERDEEN                                           ,KING'S COLLEGE                                    ,ABERDEEN            ,FC,SCOTLAND            ,AB24 ,3FX ,8,5,2014,1,41,2.4,A,5,D,        ,11,2013,1,47,2.1,A,2012,0,43,0.0,A
009387,PERRY TECHNICAL INSTITUTE                                        ,2011 WEST WASHINGTON AVENUE                       ,YAKIMA              ,WA,WASHINGTON                                                  ,98903,1239,5,2,2014,30,377,7.9,A,5,D,04      ,10,2013,32,394,8.1,A,2012,39,357,10.9,A
009401,COLORADO CHRISTIAN UNIVERSITY                                    ,8787 W. ALAMEDA AVENUE                            ,LAKEWOOD            ,CO,COLORADO                                                    ,80226,7449,8,2,2014,149,1557,9.5,P,5,D,07      ,08,2013,103,1245,8.2,P,2012,86,1082,7.9,P
009407,LINCOLN COLLEGE OF NEW ENGLAND                                   ,2279 MOUNT VERNON ROAD                            ,SOUTHINGTON         ,CT,CONNECTICUT                                                 ,06489,1057,6,3,2014,32,615,5.2,P,5,D,01      ,01,2013,85,806,10.5,P,2012,103,829,12.4,P
009412,FORTIS COLLEGE                                                   ,2545 BAILEY ROAD                                  ,CUYAHOGA FALLS      ,OH,OHIO                                                        ,44221,2998,6,3,2014,148,663,22.3,A,5,D,13      ,05,2013,132,774,17.0,A,2012,109,861,12.6,A
009419,STATE COLLEGE OF BEAUTY CULTURE                                  ,1930 GRAND AVENUE                                 ,WAUSAU              ,WI,WISCONSIN                                                   ,54403,4667,3,3,2014,7,38,18.4,A,5,D,07      ,05,2013,6,50,12.0,A,2012,7,61,11.4,A
009428,TECHNION-ISRAEL INSTITUTE OF TECHNOLOGY                          ,"TECHNION CITY, MT. CARMEL                         ",HAIFA               ,FC,ISRAEL              ,32000,    ,8,5,2014,1,61,1.6,B,5,D,        ,11,2013,1,67,1.4,B,2012,1,57,1.7,B
009430,TRI-COUNTY COMMUNITY COLLEGE                                     ,21 CAMPUS CIRCLE                                  ,MURPHY              ,NC,NORTH CAROLINA                                              ,28906,7919,5,1,2014,32,101,31.6,A,5,D,11      ,04,2013,15,52,28.8,A,2012,4,7,57.1,B
009433,SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES              ,2230 SOUTH 700 EAST                               ,SALT LAKE CITY      ,UT,UTAH                                                        ,84106,1836,3,3,2014,5,54,9.2,B,5,D,02      ,08,2013,4,55,7.2,B,2012,6,59,10.1,B
009442,UNIVERSITY OF EXETER                                             ,THE QUEEN'S DRIVE                                 ,EXETER              ,FC,ENGLAND             ,EX4  , 4QJ,8,5,2014,2,91,2.1,B,5,D,        ,11,2013,0,38,0.0,A,2012,2,82,2.4,B
009449,PENNCO TECH                                                      ,3815 OTTER STREET                                 ,BRISTOL             ,PA,PENNSYLVANIA                                                ,19007,3696,5,3,2014,54,421,12.8,A,5,D,08      ,03,2013,28,393,7.1,A,2012,56,483,11.5,A
009459,EMPIRE BEAUTY SCHOOL                                             ,319 MARGINAL WAY                   2ND FLOOR SUITE,PORTLAND            ,ME,MAINE                                                       ,04101,3348,3,3,2014,237,1649,14.3,P,5,D,01      ,01,2013,206,1591,12.9,P,2012,231,1824,12.6,P
009466,BRIGHTWOOD COLLEGE                                               ,7142 SAN PEDRO AVENUE              SUITE 100      ,SAN ANTONIO         ,TX,TEXAS                                                       ,78216,6255,5,3,2014,334,1805,18.5,A,5,D,20      ,06,2013,463,2340,19.7,A,2012,502,2417,20.7,A
009475,EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY                       ,3602 MARQUETTE RD                  SUITE 2        ,PERU                ,IL,ILLINOIS                                                    ,61354,3101,3,3,2014,4,110,3.6,B,5,D,11      ,05,2013,1,34,2.9,A,2012,2,47,4.2,A
009479,ST. PAUL'S SCHOOL OF NURSING                                     ,2 TELEPORT DRIVE                   CORPORATE COMMO,STATEN ISLAND       ,NY,NEW YORK                                                    ,10311,1004,5,3,2014,34,374,9.0,P,5,D,13      ,02,2013,28,302,9.2,P,2012,7,119,5.8,P
009486,TRINITY WESTERN UNIVERSITY                                       ,7600 GLOVER ROAD                                  ,LANGLEY             ,FC,CANADA              ,V2Y 1,Y1  ,8,6,2014,3,49,6.1,A,5,D,        ,11,2013,2,50,4.0,A,2012,0,51,0.0,A
009507,GEORGIA HIGHLANDS COLLEGE                                        ,3175 CEDARTOWN HIGHWAY                            ,ROME                ,GA,GEORGIA                                                     ,30161,1864,6,1,2014,225,1442,15.6,A,5,D,11      ,04,2013,220,1422,15.4,A,2012,158,1245,12.6,A
009509,CHARLES A. JONES CAREER AND EDUCATION CENTER                     ,5451 LEMON HILL AVENUE                            ,SACRAMENTO          ,CA,CALIFORNIA                                                  ,95824,1529,11,1,2014,15,115,13.0,A,5,D,05      ,09,2013,11,113,9.7,A,2012,5,46,10.8,A
009515,J. MICHAEL HARROLD BEAUTY ACADEMY                                ,2232 WABASH AVENUE                                ,TERRE HAUTE         ,IN,INDIANA                                                     ,47807,3390,3,3,2014,1,54,1.8,A,5,D,08      ,05,2013,5,57,8.7,A,2012,0,55,0.0,A
009523,LA'JAMES INTERNATIONAL COLLEGE                                   ,1660 NORTH GRANT STREET                           ,FREMONT             ,NE,NEBRASKA                                                    ,68025,3297,3,3,2014,12,99,12.1,B,5,D,01      ,07,2013,3,32,9.3,A,2012,7,39,17.9,A
009531,SPA SCHOOL (THE)                                                 ,5050 NORTH HIGH STREET                            ,COLUMBUS            ,OH,OHIO                                                        ,43214,1524,4,3,2014,2,93,2.1,A,5,D,15      ,05,2013,3,92,3.2,A,2012,8,113,7.0,A
009535,STAUNTON SCHOOL OF COSMETOLOGY                                   ,128 EAST BEVERLY STREET                           ,STAUNTON            ,VA,VIRGINIA                                                    ,24401,4323,3,3,2014,19,80,23.7,B,5,D,06      ,03,2013,10,33,30.3,A,2012,8,32,25.0,A
009542,COMMUNITY COLLEGE OF DENVER                                      ,1111 WEST COLFAX AVENUE            CAMPUS BOX 206 ,DENVER              ,CO,COLORADO                                                    ,80217,2026,6,1,2014,859,4022,21.3,A,3,D,01      ,08,2013,914,3929,23.2,A,2012,1023,3660,27.9,A
009543,RED ROCKS COMMUNITY COLLEGE                                      ,13300 WEST SIXTH AVENUE                           ,LAKEWOOD            ,CO,COLORADO                                                    ,80228,1255,8,1,2014,299,2233,13.3,A,5,D,07      ,08,2013,335,2160,15.5,A,2012,309,1908,16.1,A
009544,SPOKANE FALLS COMMUNITY COLLEGE                                  ,3410 WEST FORT GEORGE WRIGHT DRIVE                ,SPOKANE             ,WA,WASHINGTON                                                  ,99224,5204,6,1,2014,292,1428,20.4,A,5,D,05      ,10,2013,248,1468,16.8,A,2012,307,1525,20.1,A
009549,WESTERN TEXAS COLLEGE                                            ,6200 SOUTH COLLEGE AVENUE                         ,SNYDER              ,TX,TEXAS                                                       ,79549,9501,5,1,2014,31,194,15.9,A,5,D,17      ,06,2013,23,147,15.6,A,2012,29,157,18.4,A
009567,TENNESSEE SCHOOL OF BEAUTY                                       ,4704 WESTERN AVENUE                               ,KNOXVILLE           ,TN,TENNESSEE                                                   ,37921,3303,3,3,2014,3,43,6.9,A,5,D,02      ,04,2013,0,3,0.0,B,2012,0,0,0.0,A
009581,SPRINGFIELD COLLEGE OF BEAUTY                                    ,307 Q STREET                                      ,SPRINGFIELD         ,OR,OREGON                                                      ,97477,5474,4,3,2014,17,65,26.1,P,5,D,04      ,10,2013,17,70,24.2,P,2012,9,72,12.5,P
009590,INDEPENDENCE COLLEGE OF COSMETOLOGY                              ,815 WEST 23RD STREET                              ,INDEPENDENCE        ,MO,MISSOURI                                                    ,64055,1105,3,3,2014,9,56,16.0,A,5,D,05      ,07,2013,6,49,12.2,A,2012,14,65,21.5,A
009593,LA' JAMES INTERNATIONAL COLLEGE                                  ,227 EAST MARKET STREET                            ,IOWA CITY           ,IA,IOWA                                                        ,52245,2164,4,3,2014,4,52,7.6,A,5,D,02      ,07,2013,2,57,3.5,A,2012,8,91,8.7,A
009595,CANNELLA SCHOOL OF HAIR DESIGN                                   ,9012 SOUTH COMMERCIAL AVENUE                      ,CHICAGO             ,IL,ILLINOIS                                                    ,60617,4303,3,3,2014,4,40,10.0,A,5,D,02      ,05,2013,2,57,3.5,A,2012,11,62,17.7,A
009600,"COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR, SKIN, AND NAILS   ",121 WEST SUPERIOR STREET                          ,DULUTH              ,MN,MINNESOTA                                                   ,55802,2031,3,3,2014,7,30,23.3,A,5,D,08      ,05,2013,22,110,20.0,B,2012,10,40,25.0,A
009607,HOUSE OF HEAVILIN BEAUTY COLLEGE                                 ,5720 TROOST AVENUE                                ,KANSAS CITY         ,MO,MISSOURI                                                    ,64110,2826,3,3,2014,5,38,13.1,A,5,D,05      ,07,2013,3,39,7.6,A,2012,6,50,12.0,A
009617,CAPITOL SCHOOL OF HAIRSTYLING AND ESTHETICS                      ,10803 JOHN GALT BOULEVARD                         ,OMAHA               ,NE,NEBRASKA                                                    ,68137,2325,4,3,2014,5,90,5.5,A,5,D,02      ,07,2013,7,94,7.4,A,2012,6,89,6.7,A
009618,TULSA WELDING SCHOOL                                             ,2545 EAST 11TH STREET                             ,TULSA               ,OK,OKLAHOMA                                                    ,74104,3909,5,3,2014,208,1576,13.1,A,5,D,01      ,06,2013,371,1845,20.1,A,2012,418,1948,21.4,A
009621,HERZING UNIVERSITY                                               ,5218 EAST TERRACE DRIVE                           ,MADISON             ,WI,WISCONSIN                                                   ,53718,4236,8,3,2014,637,5180,12.2,P,5,D,02      ,05,2013,704,6012,11.7,P,2012,714,6147,11.6,P
009635,FLORIDA INTERNATIONAL UNIVERSITY                                 ,MODESTO A. MAIDIQUE CAMPUS         11200 SW 8 STRE,MIAMI               ,FL,FLORIDA                                                     ,33199,0001,8,1,2014,537,9255,5.8,A,3,D,21      ,04,2013,498,9075,5.4,A,2012,563,8173,6.8,A
009645,BARD COLLEGE AT SIMON'S ROCK                                     ,84 ALFORD ROAD                                    ,GREAT BARRINGTON    ,MA,MASSACHUSETTS                                               ,01230,9702,6,2,2014,3,102,2.9,A,5,D,01      ,01,2013,6,110,5.4,A,2012,1,100,1.0,A
009646,PIEDMONT COMMUNITY COLLEGE                                       ,1715 COLLEGE DRIVE                                ,ROXBORO             ,NC,NORTH CAROLINA                                              ,27573,1197,5,1,2014,33,150,22.0,A,5,D,13      ,04,2013,33,104,31.7,A,2012,3,16,18.7,B
009647,OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY                        ,900 N PORTLAND AVENUE                             ,OKLAHOMA CITY       ,OK,OKLAHOMA                                                    ,73107,6159,6,1,2014,334,2020,16.5,P,5,D,05      ,06,2013,313,2203,14.2,P,2012,237,1704,13.9,P
009651,TEXAS A&M INTERNATIONAL UNIVERSITY                               ,5201 UNIVERSITY BOULEVARD                         ,LAREDO              ,TX,TEXAS                                                       ,78041,1900,8,1,2014,128,1427,8.9,A,3,D,23      ,06,2013,180,1540,11.6,A,2012,147,1385,10.6,A
009652,"UNIVERSITY OF PUERTO RICO, PONCE                                 ",2151 SANTIAGO DE LOS CABALLEROS AVEESQUINA BY PASS,PONCE               ,PR,PUERTO RICO                                                 ,00716,0000,6,1,2014,21,166,12.6,A,5,D,AL      ,02,2013,11,136,8.0,A,2012,9,74,12.1,A
009660,TIFFIN ACADEMY OF HAIR DESIGN                                    ,104 EAST MARKET STREET                            ,TIFFIN              ,OH,OHIO                                                        ,44883,2833,4,3,2014,4,34,11.7,A,5,D,05      ,05,2013,2,48,4.1,A,2012,3,54,5.5,A
009664,EMPIRE BEAUTY SCHOOL                                             ,1634 MACARTHUR ROAD                               ,WHITEHALL           ,PA,PENNSYLVANIA                                                ,18052,5730,3,3,2014,183,1544,11.8,P,5,D,15      ,03,2013,152,1407,10.8,P,2012,166,1499,11.0,P
009673,RUDAE'S SCHOOL OF BEAUTY CULTURE                                 ,5317 COLDWATER ROAD                COLDWATER CROSS,FORT WAYNE          ,IN,INDIANA                                                     ,46825,5444,3,3,2014,8,124,6.4,A,5,D,02      ,05,2013,8,160,5.0,A,2012,8,153,5.2,A
009684,BLUE RIDGE COMMUNITY COLLEGE                                     ,180 WEST CAMPUS DRIVE                             ,FLAT ROCK           ,NC,NORTH CAROLINA                                              ,28731,9624,5,1,2014,28,168,16.6,A,5,D,11      ,04,2013,42,174,24.1,A,2012,22,104,21.1,A
009708,EVE'S COLLEGE OF HAIRSTYLING                                     ,13 SOUTH HIGHWAY 81                               ,DUNCAN              ,OK,OKLAHOMA                                                    ,73533,2626,3,3,2014,3,60,5.0,A,5,D,04      ,06,2013,5,52,9.6,A,2012,6,73,8.2,A
009721,BRADFORD SCHOOL                                                  ,125 W STATION SQUARE DRIVE         SUITE 129      ,PITTSBURGH          ,PA,PENNSYLVANIA                                                ,15219,2602,5,3,2014,18,267,6.7,A,5,D,14      ,03,2013,19,256,7.4,A,2012,37,344,10.7,A
009723,ARIA HEALTH SCHOOL OF NURSING                                    ,THREE NESHAMINY INTERPLEX                         ,FEASTERVILLE TREVOSE,PA,PENNSYLVANIA                                                ,19053,6939,11,2,2014,4,88,4.5,A,5,D,01      ,03,2013,3,84,3.5,A,2012,3,88,3.4,A
009739,GLEN DOW ACADEMY OF HAIR DESIGN & SALONS                         ,WEST 309 RIVERSIDE AVENUE                         ,SPOKANE             ,WA,WASHINGTON                                                  ,99201,0209,3,3,2014,34,150,22.6,A,5,D,05      ,10,2013,13,130,10.0,A,2012,29,160,18.1,A
009740,INVER HILLS COMMUNITY COLLEGE                                    ,2500 80TH STREET EAST                             ,INVER GROVE HEIGHTS ,MN,MINNESOTA                                                   ,55076,3224,5,1,2014,208,1640,12.6,P,5,D,02      ,05,2013,196,1703,11.5,P,2012,190,1807,10.5,P
009741,UNIVERSITY OF TEXAS AT DALLAS                                    ,800 WEST CAMPBELL ROAD                            ,RICHARDSON          ,TX,TEXAS                                                       ,75080,1407,8,1,2014,128,3180,4.0,P,5,D,03      ,06,2013,146,3083,4.7,P,2012,172,3054,5.6,P
009743,BELLEVUE UNIVERSITY                                              ,1000 GALVIN ROAD SOUTH                            ,BELLEVUE            ,NE,NEBRASKA                                                    ,68005,3098,8,2,2014,244,3308,7.3,P,5,D,02      ,07,2013,213,3460,6.1,P,2012,180,3322,5.4,P
009744,FOX VALLEY TECHNICAL COLLEGE                                     ,1825 NORTH BLUEMOUND DRIVE                        ,APPLETON            ,WI,WISCONSIN                                                   ,54912,2277,5,1,2014,501,2657,18.8,P,5,D,08      ,05,2013,499,2763,18.0,P,2012,385,2491,15.4,P
009747,GORDON CONWELL THEOLOGICAL SEMINARY                              ,130 ESSEX STREET                                  ,SOUTH HAMILTON      ,MA,MASSACHUSETTS                                               ,01982,2317,8,2,2014,8,188,4.2,P,5,D,06      ,01,2013,1,182,0.5,P,2012,0,185,0.0,P
009748,CARRINGTON COLLEGE                                               ,8909 FOLSOM BOULEVARD                             ,SACRAMENTO          ,CA,CALIFORNIA                                                  ,95826,3203,5,3,2014,483,3160,15.2,P,5,D,05      ,09,2013,472,3450,13.6,P,2012,662,4367,15.1,P
009756,UNIVERSITY OF MASSACHUSETTS MEDICAL CENTER                       ,55 LAKE AVENUE NORTH                              ,WORCESTER           ,MA,MASSACHUSETTS                                               ,01655,0001,8,1,2014,2,153,1.3,A,5,D,03      ,01,2013,2,176,1.1,A,2012,1,149,0.6,A
009763,TULSA COMMUNITY COLLEGE                                          ,6111 EAST SKELLY DRIVE                            ,TULSA               ,OK,OKLAHOMA                                                    ,74135,6198,5,1,2014,618,4252,14.5,A,5,D,01      ,06,2013,743,4354,17.0,A,2012,753,3875,19.4,A
009764,TUNXIS COMMUNITY COLLEGE                                         ,271 SCOTT SWAMP ROAD                              ,FARMINGTON          ,CT,CONNECTICUT                                                 ,06032,3187,5,1,2014,20,192,10.4,A,5,D,05      ,01,2013,26,188,13.8,A,2012,16,200,8.0,A
009765,THREE RIVERS COMMUNITY COLLEGE                                   ,574 NEW LONDON TURNPIKE                           ,NORWICH             ,CT,CONNECTICUT                                                 ,06360,6598,5,1,2014,34,229,14.8,P,5,D,02      ,01,2013,21,183,11.4,P,2012,17,150,11.3,P
009767,OLIVE-HARVEY COLLEGE                                             ,10001 SOUTH WOODLAWN                              ,CHICAGO             ,IL,ILLINOIS                                                    ,60628,1696,5,1,2014,182,712,25.5,A,5,D,02      ,05,2013,110,466,23.6,A,2012,29,210,13.8,A
009768,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH    ,3500 CAMP BOWIE BOULEVARD                         ,FORT WORTH          ,TX,TEXAS                                                       ,76107,2699,8,1,2014,2,453,0.4,P,5,D,12      ,06,2013,6,380,1.5,P,2012,4,339,1.1,P
009769,METROPOLITAN COLLEGE OF NEW YORK                                 ,60 WEST STREET                                    ,NEW YORK            ,NY,NEW YORK                                                    ,10006,1735,8,2,2014,37,747,4.9,A,5,D,08      ,02,2013,40,780,5.1,A,2012,44,681,6.4,A
009782,SAINT LUKE'S COLLEGE OF HEALTH SCIENCES                          ,624 WESTPORT ROAD                                 ,KANSAS CITY         ,MO,MISSOURI                                                    ,64111,3128,8,2,2014,1,118,0.8,A,5,D,05      ,07,2013,0,67,0.0,A,2012,1,53,1.8,A
009786,ILLINOIS EASTERN COMMUNITY COLLEGES - LINCOLN TRAIL COLLEGE      ,11220 STATE HIGHWAY 1                             ,ROBINSON            ,IL,ILLINOIS                                                    ,62454,5708,5,1,2014,13,93,13.9,A,5,D,15      ,05,2013,14,90,15.5,A,2012,10,94,10.6,A
009797,MIDLAND COLLEGE                                                  ,3600 NORTH GARFIELD                               ,MIDLAND             ,TX,TEXAS                                                       ,79705,6397,6,1,2014,20,108,18.5,A,3,D,19      ,06,2013,13,111,11.7,A,2012,15,105,14.2,A
009800,RUSH UNIVERSITY                                                  ,600 SOUTH PAULINA STREET           SUITE 440      ,CHICAGO             ,IL,ILLINOIS                                                    ,60612,3806,8,2,2014,5,648,0.7,P,5,D,07      ,05,2013,5,519,0.9,P,2012,4,569,0.7,P
009808,"UNIVERSITY OF STRATHCLYDE, GLASGOW                               ",RICHMOND STREET                                   ,GLASGOW             ,FC,SCOTLAND            ,G1 1X,Q   ,8,5,2014,1,30,3.3,B,5,D,        ,11,2013,2,34,5.8,B,2012,2,41,4.8,B
009826,KENNEBEC VALLEY COMMUNITY COLLEGE                                ,92 WESTERN AVENUE                                 ,FAIRFIELD           ,ME,MAINE                                                       ,04937,1367,5,1,2014,84,498,16.8,A,5,D,02      ,01,2013,80,479,16.7,A,2012,66,436,15.1,A
009828,EVEREST INSTITUTE                                                ,21107 LAHSER ROAD                                 ,SOUTHFIELD          ,MI,MICHIGAN                                                    ,48033,4400,5,2,2014,2596,8970,28.9,P,5,D,12      ,05,2013,2218,9966,22.2,P,2012,1692,9420,17.9,P
009831,MODEL COLLEGE OF HAIR DESIGN                                     ,"201 8TH AVENUE, SOUTH                             ",SAINT CLOUD         ,MN,MINNESOTA                                                   ,56301,4280,3,3,2014,15,90,16.6,A,5,D,06      ,05,2013,16,116,13.7,A,2012,13,112,11.6,A
009841,UNIVERSITY OF NORTH FLORIDA                                      ,1 UNF DRIVE                                       ,JACKSONVILLE        ,FL,FLORIDA                                                     ,32224,2645,8,1,2014,200,3392,5.8,A,5,D,04      ,04,2013,195,3300,5.9,A,2012,142,3001,4.7,A
009860,UNIVERSITY OF SURREY                                             ,STAG HILL                                         ,GUILDFORD           ,FC,ENGLAND             ,GU2 7,XH  ,8,5,2014,0,41,0.0,P,5,D,        ,11,2013,0,41,0.0,P,2012,0,34,0.0,P
009862,CLARKSON COLLEGE                                                 ,101 SOUTH 42ND STREET                             ,OMAHA               ,NE,NEBRASKA                                                    ,68131,2739,8,2,2014,8,412,1.9,A,5,D,02      ,07,2013,6,341,1.7,A,2012,10,314,3.1,A
009863,PENNSYLVANIA COLLEGE OF HEALTH SCIENCES                          ,850 GREENFIELD ROAD                               ,LANCASTER           ,PA,PENNSYLVANIA                                                ,17601,5871,8,2,2014,14,416,3.3,P,5,D,16      ,03,2013,16,361,4.4,P,2012,8,307,2.6,P
009873,AVEDA INSTITUTE TWIN FALLS                                       ,837 POLE LINE ROAD                                ,TWIN FALLS          ,ID,IDAHO                                                       ,83301,4154,4,3,2014,10,46,21.7,A,5,D,02      ,10,2013,18,80,22.5,B,2012,19,81,23.4,B
009892,DULUTH BUSINESS UNIVERSITY                                       ,4724 MIKE COLALILLO DRIVE                         ,DULUTH              ,MN,MINNESOTA                                                   ,55807,0000,6,3,2014,26,149,17.4,A,5,D,08      ,05,2013,38,212,17.9,A,2012,36,206,17.4,A
009896,OAKTON COMMUNITY COLLEGE                                         ,1600 EAST GOLF ROAD                               ,DES PLAINES         ,IL,ILLINOIS                                                    ,60016,1268,5,1,2014,14,171,8.1,A,5,D,09      ,05,2013,7,168,4.1,A,2012,13,170,7.6,A
009899,LOWELL ACADEMY HAIR STYLING INSTITUTE                            ,136 CENTRAL STREET                                ,LOWELL              ,MA,MASSACHUSETTS                                               ,01852,1909,3,3,2014,14,84,16.6,A,5,D,05      ,01,2013,6,60,10.0,A,2012,5,43,11.6,A
009903,VANCE - GRANVILLE COMMUNITY COLLEGE                              ,200 COMMUNITY COLLEGE ROAD                        ,HENDERSON           ,NC,NORTH CAROLINA                                              ,27536,0917,5,1,2014,97,335,28.9,A,5,D,01      ,04,2013,61,256,23.8,A,2012,17,47,36.1,A
009910,TECHNICAL COLLEGE OF THE LOWCOUNTRY - BEAUFORT CAMPUS            ,TECHNICAL COLLEGE OF THE LOWCOUNTRY921 RIBAUT ROAD,BEAUFORT            ,SC,SOUTH CAROLINA                                              ,29902,5441,5,1,2014,42,269,15.6,A,5,D,02      ,04,2013,50,349,14.3,A,2012,38,266,14.2,A
009912,VOLUNTEER STATE COMMUNITY COLLEGE                                ,1480 NASHVILLE PIKE                               ,GALLATIN            ,TN,TENNESSEE                                                   ,37066,3188,5,1,2014,240,1534,15.6,A,5,D,06      ,04,2013,237,1531,15.4,A,2012,250,1580,15.8,A
009914,ROANE STATE COMMUNITY COLLEGE                                    ,276 PATTON LANE                                   ,HARRIMAN            ,TN,TENNESSEE                                                   ,37748,8664,5,1,2014,168,1019,16.4,A,5,D,04      ,04,2013,187,1060,17.6,A,2012,131,888,14.7,A
